Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,CompetitionOpenSince,StoreType_a,StoreType_b,StoreType_c,StoreType_d,Assortment_a,Assortment_b,Assortment_c
444,c,a,1700.0,11.0,2009.0,0,,,,2009-11-01,0,0,1,0,1,0,0
445,a,a,240.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
446,a,a,340.0,10.0,2000.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2000-10-01,1,0,0,0,1,0,0
447,a,c,1510.0,9.0,2013.0,0,,,,2013-09-01,1,0,0,0,0,0,1
448,a,c,3970.0,9.0,2009.0,0,,,,2009-09-01,1,0,0,0,0,0,1
449,a,c,120.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2014-12-01,1,0,0,0,0,0,1
450,c,a,5780.0,11.0,1994.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",1994-11-01,0,0,1,0,1,0,0
451,a,a,2460.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2009-04-01,1,0,0,0,1,0,0
452,a,c,1850.0,8.0,2013.0,1,5.0,2011.0,"Feb,May,Aug,Nov",2013-08-01,1,0,0,0,0,0,1
453,a,c,75860.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
454,a,a,26450.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
455,d,c,7660.0,9.0,2010.0,0,,,,2010-09-01,0,0,0,1,0,0,1
456,a,c,140.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
457,d,c,13140.0,12.0,2012.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,0,0,1
458,c,a,3390.0,12.0,2012.0,0,,,,2012-12-01,0,0,1,0,1,0,0
459,a,a,250.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2008-09-01,1,0,0,0,1,0,0
460,a,a,34050.0,4.0,2008.0,0,,,,2008-04-01,1,0,0,0,1,0,0
461,d,c,1790.0,7.0,2013.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",2013-07-01,0,0,0,1,0,0,1
462,a,a,44320.0,8.0,2008.0,0,,,,2008-08-01,1,0,0,0,1,0,0
463,a,a,4160.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
464,c,a,520.0,3.0,2009.0,0,,,,2009-03-01,0,0,1,0,1,0,0
465,d,c,10890.0,4.0,2005.0,0,,,,2005-04-01,0,0,0,1,0,0,1
466,a,c,3110.0,3.0,2003.0,0,,,,2003-03-01,1,0,0,0,0,0,1
467,a,c,20390.0,4.0,2008.0,0,,,,2008-04-01,1,0,0,0,0,0,1
468,c,c,5260.0,9.0,2012.0,0,,,,2012-09-01,0,0,1,0,0,0,1
469,c,c,710.0,9.0,2005.0,0,,,,2005-09-01,0,0,1,0,0,0,1
470,a,c,50.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
471,d,a,5300.0,12.0,2012.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2012-12-01,0,0,0,1,1,0,0
472,c,c,5030.0,8.0,2011.0,0,,,,2011-08-01,0,0,1,0,0,0,1
473,a,a,50.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
474,c,a,14810.0,12.0,2012.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec",2012-12-01,0,0,1,0,1,0,0
475,a,a,140.0,9.0,2005.0,0,,,,2005-09-01,1,0,0,0,1,0,0
476,d,a,8300.0,9.0,2006.0,0,,,,2006-09-01,0,0,0,1,1,0,0
477,d,a,770.0,7.0,2010.0,1,35.0,2010.0,"Jan,Apr,Jul,Oct",2010-07-01,0,0,0,1,1,0,0
478,d,c,1940.0,3.0,2012.0,0,,,,2012-03-01,0,0,0,1,0,0,1
479,a,a,320.0,12.0,2005.0,1,9.0,2011.0,"Feb,May,Aug,Nov",2005-12-01,1,0,0,0,1,0,0
480,a,a,300.0,11.0,2012.0,0,,,,2012-11-01,1,0,0,0,1,0,0
481,c,c,7470.0,12.0,2012.0,1,44.0,2012.0,"Feb,May,Aug,Nov",2012-12-01,0,0,1,0,0,0,1
482,c,a,2550.0,10.0,2005.0,0,,,,2005-10-01,0,0,1,0,1,0,0
483,a,c,2310.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2011-09-01,1,0,0,0,0,0,1
484,a,c,14300.0,3.0,2011.0,0,,,,2011-03-01,1,0,0,0,0,0,1
485,d,c,3270.0,12.0,2012.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,0,0,1
486,a,a,2320.0,12.0,2012.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,1,0,0
487,d,c,2180.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",2012-09-01,0,0,0,1,0,0,1
488,a,c,2890.0,4.0,2014.0,0,,,,2014-04-01,1,0,0,0,0,0,1
489,a,a,14960.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2013-11-01,1,0,0,0,1,0,0
490,a,a,660.0,4.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2013-04-01,1,0,0,0,1,0,0
491,d,c,4680.0,12.0,2012.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2012-12-01,0,0,0,1,0,0,1
492,a,a,1740.0,3.0,2008.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",2008-03-01,1,0,0,0,1,0,0
493,d,c,1150.0,12.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,0,0,1
494,b,a,1260.0,6.0,2011.0,0,,,,2011-06-01,0,1,0,0,1,0,0
495,d,a,5470.0,12.0,2012.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,1,0,0
496,d,c,2780.0,6.0,2015.0,0,,,,2015-06-01,0,0,0,1,0,0,1
497,a,c,1610.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
498,a,a,990.0,12.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,1,0,0
499,c,c,450.0,12.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2012-12-01,0,0,1,0,0,0,1
500,d,c,10690.0,9.0,2007.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct",2007-09-01,0,0,0,1,0,0,1
501,a,c,1620.0,9.0,2006.0,0,,,,2006-09-01,1,0,0,0,0,0,1
502,a,a,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2002-02-01,1,0,0,0,1,0,0
503,d,c,13080.0,9.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2006-09-01,0,0,0,1,0,0,1
504,c,c,820.0,12.0,2012.0,0,,,,2012-12-01,0,0,1,0,0,0,1
505,a,a,350.0,12.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2012-12-01,1,0,0,0,1,0,0
506,a,a,1850.0,12.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2014-12-01,1,0,0,0,1,0,0
507,a,c,9070.0,4.0,2011.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2011-04-01,1,0,0,0,0,0,1
508,a,c,1280.0,12.0,2012.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,0,0,1
509,a,a,4740.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2008-07-01,1,0,0,0,1,0,0
510,a,c,8260.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
511,a,a,2060.0,9.0,2009.0,0,,,,2009-09-01,1,0,0,0,1,0,0
512,b,b,590.0,12.0,2012.0,1,5.0,2013.0,"Mar,Jun,Sept,Dec",2012-12-01,0,1,0,0,0,1,0
513,a,a,400.0,8.0,2013.0,0,,,,2013-08-01,1,0,0,0,1,0,0
514,c,c,1200.0,7.0,2012.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct",2012-07-01,0,0,1,0,0,0,1
515,d,c,11260.0,12.0,2012.0,1,9.0,2011.0,"Feb,May,Aug,Nov",2012-12-01,0,0,0,1,0,0,1
516,a,c,20.0,12.0,2012.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2012-12-01,1,0,0,0,0,0,1
517,a,c,22490.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
518,d,c,3330.0,3.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015-03-01,0,0,0,1,0,0,1
519,c,c,2510.0,8.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2009-08-01,0,0,1,0,0,0,1
520,a,c,6900.0,12.0,2012.0,1,40.0,2012.0,"Mar,Jun,Sept,Dec",2012-12-01,1,0,0,0,0,0,1
521,d,a,18610.0,11.0,2002.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec",2002-11-01,0,0,0,1,1,0,0
522,d,c,7160.0,11.0,2012.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct",2012-11-01,0,0,0,1,0,0,1
523,c,c,50.0,11.0,2013.0,0,,,,2013-11-01,0,0,1,0,0,0,1
524,a,c,40860.0,9.0,2013.0,0,,,,2013-09-01,1,0,0,0,0,0,1
525,d,c,1870.0,9.0,2013.0,0,,,,2013-09-01,0,0,0,1,0,0,1
526,a,a,120.0,12.0,2012.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec",2012-12-01,1,0,0,0,1,0,0
527,d,c,5830.0,4.0,2008.0,0,,,,2008-04-01,0,0,0,1,0,0,1
528,a,c,20620.0,12.0,2012.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,0,0,1
529,d,c,12920.0,9.0,2012.0,0,,,,2012-09-01,0,0,0,1,0,0,1
530,a,c,18160.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
531,a,c,4030.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
532,a,c,1070.0,8.0,2010.0,0,,,,2010-08-01,1,0,0,0,0,0,1
533,a,c,5950.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
534,d,a,1200.0,9.0,2009.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct",2009-09-01,0,0,0,1,1,0,0
535,a,a,3570.0,4.0,2007.0,0,,,,2007-04-01,1,0,0,0,1,0,0
536,a,c,4700.0,9.0,2002.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2002-09-01,1,0,0,0,0,0,1
537,a,a,600.0,5.0,2002.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2002-05-01,1,0,0,0,1,0,0
538,a,a,990.0,2.0,2010.0,0,,,,2010-02-01,1,0,0,0,1,0,0
539,a,a,770.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2013-05-01,1,0,0,0,1,0,0
540,d,c,810.0,12.0,2012.0,1,48.0,2012.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,0,0,1
541,a,c,650.0,7.0,1990.0,0,,,,1990-07-01,1,0,0,0,0,0,1
542,a,a,7280.0,9.0,2012.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2012-09-01,1,0,0,0,1,0,0
543,c,a,1080.0,12.0,2012.0,0,,,,2012-12-01,0,0,1,0,1,0,0
544,a,a,250.0,12.0,2001.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2001-12-01,1,0,0,0,1,0,0
545,a,c,5020.0,5.0,2006.0,1,18.0,2014.0,"Feb,May,Aug,Nov",2006-05-01,1,0,0,0,0,0,1
546,a,a,580.0,1.0,2005.0,0,,,,2005-01-01,1,0,0,0,1,0,0
547,d,c,8990.0,11.0,2009.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2009-11-01,0,0,0,1,0,0,1
548,d,c,3760.0,2.0,2009.0,0,,,,2009-02-01,0,0,0,1,0,0,1
549,a,c,2330.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
550,d,c,50.0,6.0,2015.0,0,,,,2015-06-01,0,0,0,1,0,0,1
551,a,c,2190.0,9.0,2013.0,0,,,,2013-09-01,1,0,0,0,0,0,1
552,a,a,4260.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2008-07-01,1,0,0,0,1,0,0
553,c,a,3040.0,9.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2002-09-01,0,0,1,0,1,0,0
554,c,c,1200.0,12.0,2012.0,0,,,,2012-12-01,0,0,1,0,0,0,1
555,d,a,1560.0,1.0,2014.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",2014-01-01,0,0,0,1,1,0,0
556,d,c,1140.0,11.0,2014.0,0,,,,2014-11-01,0,0,0,1,0,0,1
557,a,a,250.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
558,a,a,3000.0,2.0,2010.0,0,,,,2010-02-01,1,0,0,0,1,0,0
559,d,a,3910.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2006-11-01,0,0,0,1,1,0,0
560,c,c,1910.0,7.0,2013.0,0,,,,2013-07-01,0,0,1,0,0,0,1
561,d,a,14300.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,1,0,0
562,b,c,1210.0,12.0,2012.0,0,,,,2012-12-01,0,1,0,0,0,0,1
563,a,a,700.0,3.0,2015.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2015-03-01,1,0,0,0,1,0,0
564,d,c,6540.0,12.0,2012.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,0,0,1
565,a,c,160.0,7.0,2007.0,0,,,,2007-07-01,1,0,0,0,0,0,1
566,a,a,3620.0,12.0,2012.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,1,0,0
567,c,a,1010.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2012-09-01,0,0,1,0,1,0,0
568,d,c,4270.0,12.0,2012.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,0,0,1
569,a,a,1340.0,9.0,2006.0,0,,,,2006-09-01,1,0,0,0,1,0,0
570,a,a,180.0,11.0,2006.0,0,,,,2006-11-01,1,0,0,0,1,0,0
571,d,a,2110.0,11.0,1995.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",1995-11-01,0,0,0,1,1,0,0
572,d,c,9230.0,4.0,2004.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2004-04-01,0,0,0,1,0,0,1
573,a,a,1190.0,11.0,2012.0,1,36.0,2013.0,"Jan,Apr,Jul,Oct",2012-11-01,1,0,0,0,1,0,0
574,d,a,4400.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,1,0,0
575,a,a,960.0,5.0,2008.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2008-05-01,1,0,0,0,1,0,0
576,c,a,50.0,11.0,2006.0,0,,,,2006-11-01,0,0,1,0,1,0,0
577,a,c,2270.0,12.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",2012-12-01,1,0,0,0,0,0,1
578,d,a,12700.0,4.0,2013.0,0,,,,2013-04-01,0,0,0,1,1,0,0
579,c,a,20970.0,11.0,2012.0,0,,,,2012-11-01,0,0,1,0,1,0,0
580,a,c,170.0,2.0,2009.0,0,,,,2009-02-01,1,0,0,0,0,0,1
581,a,a,7250.0,12.0,2013.0,0,,,,2013-12-01,1,0,0,0,1,0,0
582,a,a,120.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
583,a,a,2640.0,11.0,2002.0,0,,,,2002-11-01,1,0,0,0,1,0,0
584,d,a,1360.0,12.0,2012.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2012-12-01,0,0,0,1,1,0,0
585,d,c,440.0,4.0,2014.0,0,,,,2014-04-01,0,0,0,1,0,0,1
586,a,c,250.0,10.0,2008.0,0,,,,2008-10-01,1,0,0,0,0,0,1
587,d,c,330.0,9.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2006-09-01,0,0,0,1,0,0,1
588,d,c,15720.0,3.0,2010.0,0,,,,2010-03-01,0,0,0,1,0,0,1
589,a,c,360.0,12.0,2012.0,1,18.0,2013.0,"Feb,May,Aug,Nov",2012-12-01,1,0,0,0,0,0,1
590,d,c,4520.0,9.0,2010.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2010-09-01,0,0,0,1,0,0,1
591,a,c,3340.0,12.0,2012.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2012-12-01,1,0,0,0,0,0,1
592,a,a,2540.0,6.0,2005.0,0,,,,2005-06-01,1,0,0,0,1,0,0
593,a,c,33060.0,3.0,2010.0,0,,,,2010-03-01,1,0,0,0,0,0,1
594,a,a,1790.0,10.0,2011.0,0,,,,2011-10-01,1,0,0,0,1,0,0
595,c,c,1130.0,6.0,2015.0,0,,,,2015-06-01,0,0,1,0,0,0,1
596,c,a,290.0,9.0,2006.0,0,,,,2006-09-01,0,0,1,0,1,0,0
597,a,a,150.0,9.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec",2008-09-01,1,0,0,0,1,0,0
598,c,a,550.0,12.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2013-12-01,0,0,1,0,1,0,0
599,d,c,580.0,11.0,2014.0,0,,,,2014-11-01,0,0,0,1,0,0,1
600,d,c,17340.0,6.0,2010.0,1,9.0,2011.0,"Feb,May,Aug,Nov",2010-06-01,0,0,0,1,0,0,1
601,d,a,8220.0,4.0,2014.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2014-04-01,0,0,0,1,1,0,0
602,a,a,2710.0,7.0,2001.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2001-07-01,1,0,0,0,1,0,0
603,a,a,340.0,4.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2007-04-01,1,0,0,0,1,0,0
604,d,a,10950.0,3.0,2014.0,0,,,,2014-03-01,0,0,0,1,1,0,0
605,d,a,10310.0,4.0,2003.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2003-04-01,0,0,0,1,1,0,0
606,a,a,2260.0,11.0,2007.0,0,,,,2007-11-01,1,0,0,0,1,0,0
607,a,a,350.0,8.0,1999.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",1999-08-01,1,0,0,0,1,0,0
608,a,c,18370.0,2.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2013-02-01,1,0,0,0,0,0,1
609,a,a,2070.0,9.0,2007.0,0,,,,2007-09-01,1,0,0,0,1,0,0
610,a,a,660.0,1.0,2007.0,0,,,,2007-01-01,1,0,0,0,1,0,0
611,a,a,8080.0,12.0,2002.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2002-12-01,1,0,0,0,1,0,0
612,d,c,2490.0,11.0,2012.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct",2012-11-01,0,0,0,1,0,0,1
613,c,a,250.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2007-06-01,0,0,1,0,1,0,0
614,a,a,1160.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
615,d,a,730.0,8.0,2007.0,0,,,,2007-08-01,0,0,0,1,1,0,0
616,a,c,3040.0,8.0,2011.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2011-08-01,1,0,0,0,0,0,1
617,a,c,8940.0,12.0,2012.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,0,0,1
618,d,c,9910.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,0,0,1
619,a,a,1600.0,6.0,2006.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2006-06-01,1,0,0,0,1,0,0
620,d,c,5440.0,12.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,0,0,1
621,a,a,30.0,7.0,2002.0,0,,,,2002-07-01,1,0,0,0,1,0,0
622,a,c,80000.0,10.0,2015.0,0,,,,2015-10-01,1,0,0,0,0,0,1
623,a,a,4080.0,3.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2011-03-01,1,0,0,0,1,0,0
624,a,c,6920.0,9.0,2011.0,0,,,,2011-09-01,1,0,0,0,0,0,1
625,a,a,1170.0,4.0,2011.0,1,22.0,2012.0,"Feb,May,Aug,Nov",2011-04-01,1,0,0,0,1,0,0
626,c,c,10740.0,11.0,2013.0,0,,,,2013-11-01,0,0,1,0,0,0,1
627,c,c,3970.0,3.0,2010.0,0,,,,2010-03-01,0,0,1,0,0,0,1
628,a,c,2180.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
629,d,a,510.0,7.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec",2014-07-01,0,0,0,1,1,0,0
630,a,a,1690.0,4.0,2015.0,0,,,,2015-04-01,1,0,0,0,1,0,0
631,d,c,2870.0,12.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",2012-12-01,0,0,0,1,0,0,1
632,a,a,3350.0,2.0,2010.0,0,,,,2010-02-01,1,0,0,0,1,0,0
633,d,a,11640.0,4.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",2005-04-01,0,0,0,1,1,0,0
634,d,a,18610.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,1,0,0
635,a,a,27530.0,4.0,2014.0,0,,,,2014-04-01,1,0,0,0,1,0,0
636,c,a,720.0,10.0,2004.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2004-10-01,0,0,1,0,1,0,0
637,d,c,9790.0,12.0,2012.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2012-12-01,0,0,0,1,0,0,1
638,d,a,10170.0,11.0,2001.0,0,,,,2001-11-01,0,0,0,1,1,0,0
639,a,a,7780.0,11.0,2006.0,0,,,,2006-11-01,1,0,0,0,1,0,0
640,d,c,8040.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,0,0,1
641,a,c,610.0,12.0,2003.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",2003-12-01,1,0,0,0,0,0,1
642,c,c,530.0,4.0,2005.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2005-04-01,0,0,1,0,0,0,1
643,a,a,230.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov",2010-06-01,1,0,0,0,1,0,0
644,c,a,4030.0,12.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2004-12-01,0,0,1,0,1,0,0
645,a,a,90.0,12.0,2012.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2012-12-01,1,0,0,0,1,0,0
646,a,a,620.0,9.0,2014.0,0,,,,2014-09-01,1,0,0,0,1,0,0
647,a,c,7420.0,4.0,2013.0,0,,,,2013-04-01,1,0,0,0,0,0,1
648,d,a,2130.0,12.0,2008.0,0,,,,2008-12-01,0,0,0,1,1,0,0
649,a,a,14570.0,11.0,2002.0,0,,,,2002-11-01,1,0,0,0,1,0,0
650,a,a,1420.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2012-10-01,1,0,0,0,1,0,0
651,a,a,200.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
652,a,a,20390.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
653,d,c,7520.0,7.0,2014.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2014-07-01,0,0,0,1,0,0,1
654,c,a,6930.0,9.0,2006.0,0,,,,2006-09-01,0,0,1,0,1,0,0
655,d,c,960.0,11.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2012-11-01,0,0,0,1,0,0,1
656,d,a,410.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2009-04-01,0,0,0,1,1,0,0
657,c,c,80.0,1.0,2006.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2006-01-01,0,0,1,0,0,0,1
658,d,c,520.0,12.0,2012.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,0,0,1
659,d,a,1590.0,3.0,2012.0,0,,,,2012-03-01,0,0,0,1,1,0,0
660,a,a,1200.0,11.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2006-11-01,1,0,0,0,1,0,0
661,d,c,2140.0,7.0,2013.0,0,,,,2013-07-01,0,0,0,1,0,0,1
662,d,a,1070.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,1,0,0
663,a,c,7860.0,5.0,2005.0,0,,,,2005-05-01,1,0,0,0,0,0,1
664,d,c,1680.0,10.0,2005.0,0,,,,2005-10-01,0,0,0,1,0,0,1
665,a,a,90.0,12.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,1,0,0
666,c,c,2700.0,12.0,2012.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",2012-12-01,0,0,1,0,0,0,1
667,d,c,2870.0,9.0,2012.0,0,,,,2012-09-01,0,0,0,1,0,0,1
668,c,a,1270.0,9.0,2010.0,0,,,,2010-09-01,0,0,1,0,1,0,0
669,d,a,17080.0,7.0,2012.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2012-07-01,0,0,0,1,1,0,0
